Teacher Name,Teacher Rating (Avg),Teacher Rating (STD),Teacher Helpfulness (Avg),Teacher Helpfulness (STD),Number of Ratings,Number of Classes
James Russell Hermus,6.285714285714286,0.2474358296526967,5.871428571428572,0.1484614977916179,7.0,2
Nicholas M. Patrikalakis,4.768725868725869,1.1456088390505426,5.0223938223938225,0.8033475229234981,259.0,24
Brady Meikle Hammond,6.6,0.0,6.6,0.0,5.0,1
John Thomas Bell,5.3,0.0,5.3,0.0,3.0,1
Krishan Kant,5.7176470588235295,0.5490476183330838,6.088235294117647,0.1996536793938484,17.0,2
Michael Andrew Cameron,6.246,0.3516873611604486,6.376,0.308907753220925,50.0,6
Brenda D. Fernandez Martinez,7.0,0.0,7.0,0.0,3.0,1
Daniel J. Zheng,6.3,0.0,6.5,0.0,4.0,1
Eric Anton Verploegen,6.596,0.2116223050625807,6.432,0.2395328787452777,50.0,7
Paul Lilin,6.483333333333333,0.3804237403504443,6.333333333333333,0.4714045207910318,6.0,4
David Robledo,3.9,0.0,4.1,0.0,8.0,1
Chloe V. McCreery,6.7,0.0,6.7,0.0,6.0,1
Sabrina P. Meng,5.8,0.0,5.8,0.0,4.0,1
Cat Arase,7.0,0.0,7.0,0.0,9.0,1
Julien Bonnel,6.428846153846154,0.4284751758636208,6.434615384615385,0.5014918572023246,52.0,7
Brendan Decourcy,7.0,0.0,7.0,0.0,2.0,1
Emily J. Young,6.4,0.0,6.293548387096774,0.2078080439794375,31.0,4
Eric J. Alm,3.169696969696969,1.2430375426410338,2.9151515151515146,1.1539448051821175,99.0,3
Linda G. Griffith,4.654782608695651,0.6768011047196342,4.54695652173913,0.8561310077654394,575.0,13
Christopher A. Voigt,5.369709543568465,0.5495712386401383,5.395020746887968,0.5605051992691426,482.0,13
Maureen Elizabeth Buckley,6.3,0.0,6.4,0.0,21.0,1
Yufei Cui,6.2,0.0,6.4,0.0,10.0,1
Kaiyi Jiang,6.4,0.0,6.6,0.0,17.0,1
Isabella H. Witham,5.8,0.0,5.8,0.0,13.0,1
Sang-Gook Kim,5.527083333333334,0.81468456318995,5.436805555555556,0.7333093298891464,288.0,31
Jonathan E. Gans,5.747826086956521,0.7626438938880242,5.7043478260869565,0.7837913768952005,23.0,5
Robert T-I. Shin,6.428571428571429,0.0451753951452624,6.428571428571429,0.3614031611621004,7.0,2
Binyang Song,7.0,0.0,7.0,0.0,1.0,1
Eunhae Lee,7.0,0.0,7.0,0.0,1.0,1
Ming Guo,6.449079754601227,0.4014342535171509,6.419018404907975,0.4592007122596684,163.0,22
Alexander Bevacqua,6.8,0.0,7.0,0.0,6.0,1
John Robert Lewandowski,5.863865546218487,0.6677103851167576,5.976470588235294,0.5211019162487712,119.0,8
Paul Edward Carson,6.713253012048192,0.3938598259418286,6.689156626506024,0.3911712558097185,166.0,11
Brian Anthony,5.7809917355371905,0.7260573992730441,5.60413223140496,0.8200379646739477,121.0,10
Russel Bradley,6.2,0.0,6.2,0.0,18.0,1
Bernhardt L. Trout,6.1875,0.26053687701689043,6.128571428571429,0.3293469109542434,56.0,8
Luis Perez-Breva,6.502702702702703,0.3668614043377901,6.463513513513513,0.3219762977361398,74.0,6
Sixian You,0.0,0.0,0.0,0.0,0.0,1
Rajeev J. Ram,0.0,0.0,0.0,0.0,0.0,1
Qihang Zhang,6.3,0.0,6.5,0.0,7.0,2
Elizabeth E. Brennan,5.666666666666667,0.4714045207910317,5.666666666666667,0.4714045207910317,3.0,2
Sarah E. Pertsemlidis,7.0,0.0,7.0,0.0,2.0,2
Brian J. Robinson,6.333333333333333,0.2357022603955158,6.0,0.0,3.0,2
Victory M. Yinka-Banjo,6.775,0.1299038105676657,6.775,0.1299038105676657,4.0,2
Julie H. Lely,7.0,0.0,7.0,0.0,1.0,1
Marcel A. Thomas,5.675757575757576,0.730309317211717,5.642424242424242,0.8097999390161049,33.0,5
John Liu,6.631428571428572,0.2080816166403787,6.637142857142858,0.1868318025631065,35.0,5
Benjamin David Armstrong,6.8,0.0,6.8,0.0,4.0,1
William Boone Bonvillian,5.7,0.0,5.7,0.0,3.0,1
Aubrey Elizabeth Simonson,6.875,0.0968245836551855,6.875,0.0968245836551855,8.0,2
Mateo Larrea,7.0,0.0,7.0,0.0,3.0,1
Karan Bhuwalka,6.8,0.0,6.9,0.0,10.0,1
Jonathan B. Miller,5.5,0.0,5.8,0.0,4.0,1
Faez Ahmed,6.360526315789474,0.5824356633475137,6.268421052631578,0.5605942632402149,38.0,5
Lyle Regenwetter,6.75,0.0499999999999998,6.699999999999999,0.2000000000000001,26.0,2
Thomas W. Eagar,6.338730158730159,0.45477184952698746,6.172380952380953,0.575669973480767,315.0,31
Cormac O'Neill,6.641176470588236,0.0492152956784752,6.658823529411764,0.0492152956784752,17.0,2
Emily Alexis Kamienski,5.777777777777778,0.1987615979999814,6.133333333333334,0.1490711984999859,9.0,2
Hanjun Song,6.377777777777777,0.2199887763691481,6.377777777777777,0.2199887763691481,9.0,2
Siyu Dai,4.6,1.1313708498984762,4.533333333333333,1.0842303978193728,15.0,2
Themistoklis Panagiotis Sapsis,5.785365853658537,0.5109465036241413,5.74969512195122,0.5458825074385734,328.0,20
Bianca Champenois,6.6,0.0,6.6,0.0,14.0,1
David F. Larson,6.202040816326531,0.3322709712479074,6.346938775510204,0.3010878513170958,49.0,6
Pierre Lermusiaux,6.591683168316831,0.2162921992566274,6.496237623762377,0.2078787321909675,505.0,26
Wael Hajj Ali,6.8,0.0787838597158336,6.8310344827586205,0.0462634753965475,29.0,3
Manan Mukesh Doshi,6.9,0.0,6.9,0.0,9.0,1
An Chang,5.109090909090909,0.0995859195463939,5.381818181818182,0.1991718390927874,11.0,2
Qian Xu,7.0,0.0,7.0,0.0,1.0,1
Lenan Zhang,7.0,0.0,7.0,0.0,1.0,1
Mary E. Caulfield,5.643283582089553,0.7145030379382508,6.004477611940299,0.7434154411602516,67.0,12
Jessica E. Sonner,6.666666666666667,0.4714045207910317,6.666666666666667,0.4714045207910317,3.0,2
Cecilia M. Munoz,7.0,0.0,7.0,0.0,2.0,1
Joseph D. Licht,7.0,0.0,7.0,0.0,2.0,1
Jae Hyung Cho,6.6800000000000015,0.0812403840463596,6.769999999999999,0.0458257569495578,20.0,3
Jeremy A. McCulloch,6.727272727272728,0.2987577586391814,6.545454545454546,0.4185768884807758,11.0,3
Seungchan Ryu,7.0,0.0,7.0,0.0,2.0,1
Tesla Wells,5.8,0.0,6.0,0.0,5.0,1
Qing Zhang,6.925,0.043301270189222,6.758333333333333,0.5314419587834174,12.0,4
Sreya Vangara,6.74,0.1199999999999999,6.74,0.1199999999999999,20.0,2
Naomi P. Lutz,6.8,0.0,6.8,0.0,5.0,1
Isabel Naranjo De Candido,6.8,0.0,6.9,0.0,6.0,1
Trevor Ryan Murphy,5.991666666666667,0.4974239193641131,6.3,0.676387462923434,24.0,4
Aditya Avinash Ghodgaonkar,6.7,0.0,7.0,0.0,6.0,1
Daniel E. Gonzalez Diaz,6.5,0.0,6.5,0.0,2.0,1
Haluk Akay,5.928571428571429,0.7610411772495544,5.890476190476191,0.8076448782931187,21.0,4
Michael Joseph Arnold,6.138095238095237,0.2011305912565988,6.309523809523809,0.3190831536714467,21.0,5
Santosh Shanbhogue,6.241935483870968,0.0493453501315429,6.025806451612904,0.1480360503946291,31.0,2
Austin Charles De Maille,6.6000000000000005,0.1,6.6000000000000005,0.1,26.0,2
Antoni Soledad,7.0,0.0,7.0,0.0,28.0,3
Caleb Amanfu,6.890909090909091,0.0995859195463939,6.890909090909091,0.0995859195463939,11.0,2
Trinity Stallins,7.0,0.0,7.0,0.0,1.0,1
Sooraj Narayan,7.0,0.0,7.0,0.0,17.0,2
Muyuan Lin,6.05,0.3872983346207418,6.3875,0.1996089927833913,16.0,6
Kristan Muno Hilby,6.3,0.0,6.3,0.0,11.0,1
Stephan Stansfield,6.8,0.0,7.0,0.0,4.0,1
Jessica Lee Osserman,5.7,0.0,5.7,0.0,3.0,1
Jonathan M. Hunt,6.321052631578947,0.8114826893561277,6.278947368421053,0.8811350021232609,19.0,5
Leah K. Pettit,6.909999999999999,0.1374772708486749,6.609999999999999,0.22113344387496,10.0,4
Adam W. Potter,7.0,0.0,7.0,0.0,8.0,2
Fernando Rendon,5.993333333333334,0.4668571040003091,5.94,0.4013311184877979,15.0,5
Stewart Isaacs,6.626315789473685,0.1481183924154766,6.4,0.0,19.0,2
Akshay Kothakonda,5.3933333333333335,1.2646299414804667,5.473333333333333,1.230429012806328,15.0,8
Lisa Tang,6.622222222222223,0.3392075004994166,6.677777777777778,0.3472999912908395,18.0,6
Xuanlai Fang,5.1823834196891205,0.7974054547135724,5.16580310880829,0.7734395974960107,193.0,22
Jenny Gao,6.5,0.0,6.7,0.0,6.0,1
Sidney Y. Vermeulen,6.843478260869565,0.155552554956507,6.834782608695652,0.0476280484787104,23.0,3
Linsen Li,6.0,0.0,6.0,0.0,1.0,1
Violet Killy,6.693333333333333,0.1691810338726603,6.616666666666666,0.1614173335040434,30.0,4
Anna P. M. Michel,6.123214285714285,0.5014233567087408,6.267857142857143,0.66791443604518,56.0,9
Seth Zippel,6.1,0.0,6.3,0.0,10.0,1
Catherine Walker,6.2,0.0,6.2,0.0,6.0,1
Jerome Arul,6.0572580645161285,0.2502171273555436,5.9645161290322575,0.2916011273671447,124.0,6
Angelica Graciela Chincaro Donayre,6.6,0.1732050807568879,6.525,0.0433012701892217,32.0,2
Thomas Heldt,6.455633802816903,0.1955579406547949,6.359859154929578,0.2777068723010462,284.0,16
Jonathan Birjiniuk,6.2,0.0,6.0,0.0,5.0,1
James Lynch,6.3,0.0,6.4,0.0,8.0,1
Joseph J. Frassica,5.373913043478261,0.5151761128208218,5.547826086956522,0.9319775912669888,23.0,3
Roger G. Mark,6.429710144927536,0.2646872423708629,6.388405797101449,0.4064823406984947,138.0,10
Mulan Jiang,5.5,0.0,6.0,0.0,4.0,1
Ilana S. Nazari,6.25,0.75,6.5,0.5,8.0,2
Ellen Kan,6.7,0.0,6.8,0.0,17.0,1
Frances Riley Keer,6.4,0.0,6.7,0.0,9.0,1
Diana C. Renteria,6.3,0.0,6.5,0.0,4.0,1
Katharina Ribbeck,6.026666666666667,0.5470730197047639,6.4,0.2449489742783178,15.0,4
Byunguk Kang,4.65,0.6499999999999999,4.8500000000000005,0.8500000000000001,6.0,2
Stephen J. Lyons,6.603225806451612,0.2681885121396975,6.6483870967741945,0.2960721007892591,31.0,3
David Austin Ludgin,6.7,0.0,6.4,0.0,6.0,1
Ekaterina Tyshchenko,6.2,0.0,6.4,0.0,9.0,1
Manuel Ramirez,6.0,0.4472135954999581,6.055555555555555,0.4969039949999533,9.0,3
Mihir P. Khambete,6.5,0.0,6.6,0.0,28.0,1
Katherine E. Brennan,6.428571428571429,0.3194382824999698,6.142857142857143,0.5150787536377128,7.0,7
Lucas K. De Bonet,7.0,0.0,7.0,0.0,4.0,1
Melissa Dearborn,6.8,0.0,6.8,0.0,5.0,1
Jeehwan Kim,5.900568181818181,0.81516152603828,5.824431818181818,0.908560747399356,176.0,21
Yunpeng Liu,6.78125,0.0390312374899898,6.762499999999999,0.2260392665003145,16.0,3
Dominika Durovcikova,6.7,0.0,5.0,0.0,3.0,1
Warren Paul Seering,5.704741379310343,0.9388060660578744,5.823922413793103,0.6546327958700632,464.0,31
Jorge A. Nin,7.0,0.0,7.0,0.0,1.0,1
Xinyan Wang,5.3,0.0,5.4,0.0,4.0,1
Johnathan Kongoletos,5.0,0.0,5.0,0.0,2.0,1
Abigail Grace Mackenzie,6.7,0.0,6.5,0.0,7.0,1
Chiwon Lee,0.0,0.0,0.0,0.0,0.0,1
Zhiguang Liu,5.7,0.0,5.7,0.0,3.0,1
Se Hwan Jeon,6.849999999999999,0.0866025403784439,6.925,0.0433012701892217,12.0,2
Elijah B. Stanger-Jones,6.765217391304349,0.123741299745719,6.843478260869564,0.0824941998304796,23.0,4
Matthew Chignoli,6.6,0.0,7.0,0.0,5.0,1
Yupeng Liu,6.15,0.3500000000000001,6.3,0.2999999999999998,8.0,2
Ferran Vidal-Codina,6.8500000000000005,0.1499999999999999,6.65,0.3500000000000001,6.0,4
Spencer D. Hylen,6.0,0.0,5.0,0.0,1.0,2
Simona Socrate,6.450475059382422,0.526748654355093,6.388004750593825,0.5950197585303914,842.0,25
Shreya Dhar,5.821052631578948,0.7045558118181687,5.747368421052632,0.7485905500568045,19.0,3
Hannah Jacqueline Szapary,6.0,0.0,6.2,0.0,6.0,1
Erik M. Thompson,7.0,0.0,6.5,0.0,2.0,1
Shelly Ben-David,5.0,0.0,4.5,0.0,2.0,1
Jiajie Qiu,6.6,0.0,6.8,0.0,11.0,1
John Kim Vandiver,6.277567567567568,0.3337899113126147,6.205405405405404,0.354618901605917,370.0,20
Theodore Wu Grunberg,6.170212765957447,0.4575210231732974,6.270212765957447,0.4920278895472793,47.0,5
Bo Jiang,5.847368421052631,0.256224451466065,5.9,0.3769685174625261,38.0,4
Lani Dakyoung Lee,0.0,0.0,0.0,0.0,0.0,1
Joseph E. Bonavia,7.0,0.0,7.0,0.0,6.0,2
Robyn Corina Richmond,5.6,0.0,5.8,0.0,9.0,1
Duncan Ru Chieh Lee,5.8,0.0,5.8,0.0,9.0,1
Alyssa A. Wells-Lewis,6.9,0.0,7.0,0.0,31.0,1
Thomas O. Adebiyi,7.0,0.0,7.0,0.0,8.0,1
James Douglass Penn,6.42051282051282,0.3581859473968199,6.473076923076923,0.410650852048268,78.0,13
Thomas Pickering,6.6375,0.165359456941537,6.3875,0.3982383080518497,8.0,3
Matthew Duplessie,6.387786259541986,0.4845747172574041,6.301526717557252,0.530444827418486,131.0,21
Kendrick Tasker Smith,6.923366834170854,0.0678582701641887,6.959547738693466,0.0490799417872642,398.0,19
Georgia D. Van De Zande,6.849382716049384,0.1055537506162916,6.8160493827160495,0.1059429034712342,162.0,13
Brian L. Wardle,6.725806451612904,0.27115968624087133,6.283870967741936,0.7296029738698362,31.0,6
Yuxiang Ma,4.0,0.0,4.7,0.0,2.0,1
Yiyue Luo,6.8,0.0,6.7,0.0,5.0,1
Liane Elizabeth Makatura,6.8,0.0,6.9,0.0,6.0,1
Taqiyyah Sariyah Safi,7.0,0.0,5.0,0.0,1.0,1
Jacob K. White,5.791891891891892,0.2985355050443689,5.800900900900901,0.4202091918963022,222.0,9
Samuel P. Austin,6.8,0.0,6.9,0.0,26.0,1
Anuradha M. Annaswamy,5.395238095238096,0.8173570592820969,5.490476190476191,0.7514460737897694,21.0,4
Jerry Ng,6.8,0.0,6.723529411764707,0.0424182502995761,17.0,2
John H. Bell,6.014285714285714,1.138204816402405,6.014285714285714,1.138204816402405,7.0,2
Jiayu Peng,5.8,0.0,6.0,0.0,12.0,1
Paul C. Blainey,5.570689655172414,0.7107569109370016,5.38103448275862,0.719783707107792,58.0,7
Sangho Lee,6.8,0.0,6.8,0.0,8.0,1
Nicolas H. Arons,6.7,0.0,6.9,0.0,7.0,1
Joshua James Malone,6.0,0.0,6.0,0.0,5.0,1
Grace Connors,6.39047619047619,0.1949475189567498,6.20952380952381,0.2826823253267779,21.0,4
John Zhongyuan Zhang,6.826666666666666,0.0679869268479041,7.0,0.0,15.0,3
Michael E. Birnbaum,6.279477611940298,0.2351335510134779,6.240671641791045,0.3429823061473296,268.0,7
Sarah Marie Duquette,4.3,0.0,4.8,0.0,11.0,1
Itay Fayer,5.6,0.0,5.7,0.0,7.0,1
Domenic N. Narducci,6.329411764705883,0.0955769224074819,6.429411764705883,0.0955769224074819,17.0,2
Seung Hyeon Shim,5.7,0.0,5.6,0.0,9.0,1
Kwan Yoon,4.5,0.0,4.7,0.0,10.0,1
Edwin F. David,5.281250000000001,1.0695903129235975,5.2375,1.306175237094931,16.0,4
Bryan David Bryson,6.089285714285714,0.6715330465830114,6.125,0.6242853056553092,28.0,3
Dylan Hirsch,7.0,0.0,7.0,0.0,12.0,1
Jiayue Zhao,6.2,0.0,5.8,0.0,5.0,1
Yi J. Wang,5.6,0.1999999999999997,5.65,0.4499999999999997,16.0,2
Richard D. Braatz,4.674074074074074,1.1410172824972789,4.722222222222222,1.4845708529012522,27.0,3
Lukas Z. Drexler-Bruce,5.666666666666667,2.114762923408253,5.833333333333333,2.1730674684008826,6.0,5
Evan J. Gwozdz,6.666666666666667,0.372677996249965,6.666666666666667,0.372677996249965,6.0,5
Claire D. Melvin,7.0,0.0,7.0,0.0,3.0,5
Zahra Kanji,6.0,0.0,6.1,0.0,6.0,1
Phillip Howard Daniel,6.7,0.0,6.3,0.0,3.0,1
Austin Forrest Anthis,6.9,0.0,6.9,0.0,10.0,1
Stephen Carrol Guth,5.9,0.0,6.4,0.0,13.0,1
Corbin Richard Foucart,6.9,0.0,7.0,0.0,8.0,1
Aaron Charous,7.0,0.0,7.0,0.0,7.0,1
Rui Guo,7.0,0.0,7.0,0.0,4.0,1
Turga Ganapathy,6.6,0.0,6.9,0.0,7.0,1
Andrew Thomas Bouma,6.9,0.0,6.4,0.0,10.0,1
Tom Frejowski,6.6625,0.2912795049432761,6.7375,0.1996089927833913,16.0,4
Sarah J. Southerland,7.0,0.0,7.0,0.0,3.0,1
Jacob K. Unger,7.0,0.0,7.0,0.0,2.0,1
Michela Geri,6.6610000000000005,0.0893252483903629,6.64,0.1469693845669905,100.0,6
Zhantao Chen,5.785185185185185,0.5140281759849816,5.903703703703703,0.3834362001896954,27.0,5
Somayajulu Dhulipala,6.4,0.0,6.7,0.0,7.0,1
Pierce Hayward,6.236160714285715,0.3466491266800786,6.130357142857143,0.3927556687129064,224.0,13
Alberto Rodriguez Garcia,5.616907216494844,0.5264574484224422,5.6016494845360825,0.6642547648326111,485.0,26
Neel D. Doshi,6.832142857142856,0.0467024886807931,6.628571428571428,0.1868099547231718,28.0,2
Orion Thomas Taylor,6.257534246575343,0.2890313573636968,6.402739726027397,0.3810485183718071,73.0,7
Sang Uk Lee,6.769230769230769,0.1263975132704228,6.538461538461538,0.2527950265408457,13.0,2
Alban Chris Cobi,6.300000000000001,0.1732050807568879,6.1,0.3464101615137754,16.0,2
Yuwei Li,6.445454545454545,0.1157083823759805,6.524242424242424,0.1371358605937546,33.0,3
Anya S. Chase,6.1,0.0,6.1,0.0,8.0,1
Menglong Guo,0.0,0.0,0.0,0.0,0.0,1
Joseph Wight,6.406211180124223,0.2562727198820628,6.413043478260869,0.312896791029165,161.0,12
Asia E. Chapman,6.369999999999999,0.4124318125460258,5.930000000000001,0.0458257569495582,10.0,2
Claire M. Traweek,6.833333333333333,0.197202659436654,6.666666666666667,0.3944053188733076,12.0,2
Matthew C. Tung,7.0,0.0,7.0,0.0,1.0,1
Daniel Michael Duane,6.126315789473685,0.1481183924154766,6.16842105263158,0.1974911898873025,19.0,2
Sydney Glass Sroka,6.593464052287581,0.2680535510380374,6.618300653594771,0.2164593000119515,153.0,10
Amit Arun Gandhi,5.8375,0.7210019070709864,6.072916666666667,0.481853877977777,96.0,14
Ali Talebinejad,6.091304347826087,0.2357468123778428,6.391304347826087,0.2357468123778428,23.0,2
Aaron Michael West,5.963636363636363,0.4810456929208346,5.790909090909091,0.3848365543366676,22.0,2
Angelina Jay,6.952173913043478,0.0499527186655478,6.85217391304348,0.0499527186655483,23.0,2
Ibuki Iwasaki,7.0,0.0,6.666666666666667,0.2981423969999719,6.0,2
Cecilia A. Luna,7.0,0.0,7.0,0.0,4.0,2
Kevin Dover,6.0,0.0,6.0,0.0,3.0,1
Brianna Williams,6.5,0.0,6.5,0.0,2.0,1
Sarah C. Fay,6.178571428571429,0.4003187505486301,6.303571428571429,0.6196094062605332,28.0,5
Alice Meite Nasto,6.026829268292683,0.6875280536161567,6.1121951219512205,0.602513079283688,41.0,7
Mary Claire Strawser,6.76111111111111,0.0487498021521782,6.722222222222222,0.0974996043043569,18.0,2
Oscar Alberto Viquez Rojas,6.857142857142857,0.082065180664829,6.700000000000001,8.881784197001252e-16,14.0,2
Robert E. Bebermeyer,6.0,0.638410187549954,5.9648648648648654,0.6265375535934137,37.0,9
Terryn D. Brunelle,7.0,0.0,7.0,0.0,1.0,2
Keithen E. Shepard,6.333333333333333,0.4714045207910317,6.666666666666667,0.2357022603955158,3.0,2
Michelle Marie Chung Chung,6.0,0.0,6.0,0.0,6.0,1
Maya E. Murad,7.0,0.0,7.0,0.0,8.0,1
Stephen C. Graves,6.474999999999999,0.4437059837324713,6.474999999999999,0.4437059837324713,24.0,2
Rohan Jaishankar,6.925,0.1299038105676657,6.890000000000001,0.0624499799839842,40.0,3
Tam B. Nguyen,6.230769230769231,1.2218426282807553,6.06923076923077,0.9690476017399092,13.0,2
Joshua J. Park,6.9,8.881784197001252e-16,6.9,8.881784197001252e-16,19.0,2
Daniel J. Stein,7.0,0.0,6.8,0.0,11.0,1
Jordan Andrew Stinson,6.75,0.25,6.4,0.3999999999999999,8.0,2
Cory Elizabeth Ventres-Pake,7.0,0.0,7.0,0.0,3.0,1
Dana Hwu,6.8,0.0,6.7,0.0,5.0,1
Sarah M. Dohadwala,6.5,0.0,6.7,0.0,11.0,1
Justin A. Lavallee,6.82,0.1469693845669906,7.0,0.0,5.0,2
Stephanie L. Houde,5.879166666666666,0.8321554175085859,5.570833333333334,1.0220401030401018,24.0,8
Tanner Scott Reid,6.119148936170213,0.4169995652185807,6.089361702127659,0.4921658786936517,47.0,7
Jaya Narain,,,,,4.0,4
Amanda M. Levesque,6.11875,0.588662413867235,6.06875,0.5416626602415935,16.0,7
Joao Seixas De Medeiros,6.764444444444444,0.2423547038312561,6.906666666666667,0.1123486636423512,45.0,4
Benjamin C. Koenig,7.0,0.0,7.0,0.0,2.0,1
Rolando Rodarte,7.0,0.0,7.0,0.0,2.0,1
Zhiwei Ding,6.6,0.0,6.4,0.0,7.0,1
Donghyun Kim,5.94,0.2973213749463704,6.36,0.2973213749463704,30.0,2
Yiling Fan,5.5,0.0,5.5,0.0,4.0,1
Cecile M. Leclerc,6.6,0.0,6.2,0.0,5.0,1
Sarah Jensen Southerland,5.5,0.0,5.8,0.0,4.0,1
Elad Deiss-Yehiely,7.0,0.0,6.666666666666667,0.2981423969999718,18.0,2
Derek Leist,6.0,0.0,6.0,0.0,5.0,2
Di Zha,5.9,0.0,6.3,0.0,8.0,2
Kevin A. Lyons,6.5,0.0,6.5,0.0,2.0,1
Ivan C. Jutamulia,0.0,0.0,0.0,0.0,0.0,1
Krithika Ramchander,6.790909090909091,0.1443137078762507,6.754545454545456,0.192418277168334,22.0,2
Sachin Thapa,7.0,0.0,6.840000000000001,0.08,5.0,2
Megan C. Flynn,6.75,0.4330127018922193,6.75,0.4330127018922193,4.0,2
Minna Z. Wyttenbach,5.0,0.0,5.0,0.0,3.0,1
Yingnan Cui,5.230769230769231,0.541201818441165,5.484615384615385,0.4329614547529321,13.0,3
Alexis-Tzianni Charalampopoulos,7.0,0.0,7.0,0.0,3.0,1
Cameron David McBride,6.358823529411764,0.264705882352941,6.285294117647059,0.3088235294117648,34.0,2
Yosef Shimshon Kornbluth,6.8,0.0,6.3,0.0,4.0,1
Jiaheng Zhang,7.0,0.0,7.0,0.0,3.0,1
Abdalla O. Osman,3.5,0.0,3.5,0.0,2.0,1
Rebecca Elizabeth Zubajlo,6.0,0.0,6.5,0.0,2.0,1
Jean H. Sack,6.131578947368421,0.3880486019193004,6.273684210526316,0.5219821586617869,19.0,4
Michael Johnny Wardlaw,6.466666666666666,0.2357022603955158,6.466666666666666,0.2357022603955158,12.0,2
Matthew Durey,6.799999999999999,8.881784197001252e-16,6.8478260869565215,0.0499527186655483,23.0,2
Rebecca H. Nelson,6.2,0.0,6.3,0.0,6.0,1
Xinyue Liu,6.533333333333333,0.3771236166328253,6.666666666666667,0.4714045207910317,9.0,2
James Gabbard,7.0,0.0,7.0,0.0,17.0,1
Thomas Gillis,6.6,0.0,6.9,0.0,10.0,1
James Carter Minor,6.640000000000001,0.0916515138991166,6.575,0.1984313483298443,40.0,3
Patrick Abraham Nepsky,6.163636363636363,0.3983436781855752,6.163636363636363,0.3983436781855752,11.0,2
Robert Loek Van Heyningen,6.9,0.0,6.6,0.0,18.0,1
Anjali Nambrath,6.1,0.0,5.6,0.0,10.0,1
Nicholas Selby,6.366666666666667,0.4714045207910316,6.400000000000001,0.4242640687119284,48.0,3
Yirui Zhang,6.4,0.0,6.6,0.0,14.0,1
Patrick Richard Brown,0.0,0.0,0.0,0.0,0.0,1
Alexander Kalmikov,0.0,0.0,0.0,0.0,0.0,1
Angeliki Artemis Rigos,0.0,0.0,0.0,0.0,0.0,1
Zachary Seth Hartwig,0.0,0.0,0.0,0.0,0.0,1
Dennis G. Whyte,0.0,0.0,0.0,0.0,0.0,1
Donald Robert Sadoway,0.0,0.0,0.0,0.0,0.0,1
Charles W. Forsberg,0.0,0.0,0.0,0.0,0.0,1
Jessika Trancik,0.0,0.0,0.0,0.0,0.0,1
Robert Stoner,0.0,0.0,0.0,0.0,0.0,1
Vrushank Shripad Phadnis,4.9,0.0,5.1,0.0,8.0,2
Xinyao Anna Liang,6.0,0.0,7.0,0.0,1.0,1
Julie L. Sutton,6.902362204724409,0.1153321577142005,6.911023622047243,0.1198610392635465,127.0,8
Chanyeol Choi,7.0,0.0,7.0,0.0,3.0,1
Samuel Laney,6.215384615384615,0.4263972275481509,6.484615384615384,0.5308621249069756,39.0,6
Harald Quintus-Bosz,6.227906976744185,0.363014242398123,6.188372093023256,0.5375263335141828,43.0,9
Chun Cheng Hsu,4.0,0.0,4.0,0.0,2.0,1
Yang Wang,4.981818181818182,0.4628335295039221,5.554545454545455,0.7328197550478767,11.0,2
Abhishek Aditham,5.2,0.0,4.8,0.0,5.0,1
Imane Bouzit,6.8,0.0,6.8,0.0,6.0,1
Ellen Janine Kim,6.3,0.0,5.8,0.0,13.0,1
Itai Levin,6.3,0.0,6.5,0.0,4.0,1
Russell Taylor Walton,7.0,0.0,7.0,0.0,7.0,1
Carlos Munoz Royo,6.6,0.2,6.6,0.2,5.0,2
Christopher A. D. Roeser,3.0,0.0,3.0,0.0,1.0,1
Robert T-I Shin,5.191304347826088,0.7655137765938699,5.034782608695651,0.8270474964817154,23.0,4
Yulong Han,7.0,0.0,7.0,0.0,1.0,1
Kyungyong Choi,6.1,0.0,5.7,0.0,10.0,1
Matthew Thomas Flavin,4.7,0.0,5.0,0.0,3.0,1
Amy T. Jin,6.4,0.0,6.0,0.0,11.0,1
Florian Koehler,6.326315789473685,0.0440347382386357,6.352631578947369,0.0880694764772711,19.0,2
Satish Kumar Gupta,6.3,0.296052459580273,6.011764705882353,0.2609538001508099,34.0,5
Duane S. Boning,5.854166666666666,0.5243878706538597,5.565277777777777,0.7783814621490441,72.0,8
Michael P. Nitzsche,6.8,0.0,6.4,0.0,4.0,1
Ethan Levi Carlson,6.8,0.0,4.0,0.0,5.0,2
Luis Zanforlin,6.5,0.0,7.0,0.0,2.0,1
Zhe Liu,6.7,0.0,6.8,0.0,6.0,1
Zekun Ren,6.6,0.0,6.8,0.0,5.0,1
Dongchan Lee,7.0,0.0,7.0,0.0,1.0,1
Christopher Noel Lloyd,6.65,0.1499999999999999,6.8,0.0,8.0,2
Shiroq Saleh I Al-Megren,7.0,0.0,7.0,0.0,3.0,1
Sujithra Raviselvam,6.3,0.0,6.3,0.0,3.0,1
Carolyn Sheline,6.5,0.0,6.5,0.0,6.0,1
Qichen Song,6.8,0.0,6.8,0.0,4.0,1
Christina P. Migliore,6.4,0.0,6.0,0.0,5.0,1
Albert D. Wang,6.146153846153847,0.8270572341978839,6.06923076923077,0.9243580852799876,26.0,2
Gerardo Bledt,6.5,0.0,6.5,0.0,11.0,1
Gim P. Hom,5.560526315789473,0.5106958481400444,5.610526315789474,0.4805640729963568,38.0,4
